index,score,text,,index,score,text
1,0.00047808,"As we begin a new Congress, I stand here ready to work with you to achieve historic breakthroughs for all Americans.",,340,0.17935165,(Applause.)
152,0.00047732,We have a moral duty to create an immigration system that protects the lives and jobs of our citizens.,,342,0.17935165,(Applause.)
4,0.00047457,The agenda I will lay out this evening is not a Republican agenda or a Democrat agenda.,,345,0.17935165,(Applause.)
389,0.00045501,"Thank you, Tom.",,347,0.17935165,(Applause.)
415,0.00044777,AUDIENCE: (Sings “Happy Birthday.”) (Applause.),,352,0.17935165,(Applause.)
265,0.00044079,But we must do more.,,359,0.17935165,(Applause.)
476,0.00044027,God bless you.,,366,0.17935165,(Applause.)
443,0.00043287,But they knew that America had to prevail.,,374,0.17935165,(Applause.)
182,0.00042778,Thank you.,,381,0.17935165,(Applause.)
198,0.00042778,Thank you.,,385,0.17935165,(Applause.)
248,0.00042778,Thank you.,,388,0.17935165,(Applause.)
407,0.00042778,Thank you.,,394,0.17935165,(Applause.)
425,0.00042778,Thank you.,,397,0.17935165,(Applause.)
439,0.00042778,Thank you.,,406,0.17935165,(Applause.)
475,0.00042778,Thank you.,,414,0.17935165,(Applause.)
479,0.00042778,Thank you.,,433,0.17935165,(Applause.)
464,0.00039832,We defy the impossible.,,438,0.17935165,(Applause.)
448,0.00037402,"Everything that has come since — our triumph over communism, our giant leaps of science and discovery, our unrivaled progress towards equality and justice — all of it is possible thanks to the blood and tears and courage and vision of the Americans who came before.",,480,0.17935165,(Applause.)
217,0.00035804,"As we work to defend our people’s safety, we must also ensure our economic resurgence continues at a rapid pace.",,95,0.17913473,We must be united at home to defeat our adversaries abroad.
109,0.00034469,"Last year, I heard, through friends, the story of Alice Johnson.",,431,0.17907984,But there is more to Herman’s story.
458,0.00033431,Our most exciting journeys still await.,,377,0.17900434,And we will indeed focus on counterterrorism.
38,0.00032624,"Tonight, I ask you to choose greatness.",,30,0.17815134,"We can make our communities safer, our families stronger, our culture richer, our faith deeper, and our middle class bigger and more prosperous than ever before."
175,0.00026821,No one should ever have to suffer the horrible heartache that they have had to endure.,,140,0.17719461,"Thank you, Matthew."
197,0.00025231,"We will always support the brave men and women of law enforcement, and I pledge to you tonight that I will never abolish our heroes from ICE.",,387,0.17635196,"Tom, we vow to always remember the heroes of the USS Cole."
312,0.00024923,And let us reaffirm a fundamental truth: All children — born and unborn — are made in the holy image of God.,,91,0.17614922,"An economic miracle is taking place in the United States, and the only thing that can stop it are foolish wars, politics, or ridiculous partisan investigations."
30,0.00023551,"We can make our communities safer, our families stronger, our culture richer, our faith deeper, and our middle class bigger and more prosperous than ever before.",,38,0.17429184,"Tonight, I ask you to choose greatness."
196,0.00023531,"Thank you, Elvin.",,98,0.1725592,Not right.
285,0.00021987,"Every birthday — (applause) — hi, Grace.",,205,0.16902516,"This is a smart, strategic, see-through steel barrier — not just a simple concrete wall."
472,0.00021893,We must keep America first in our hearts.,,282,0.1682272,"Tonight, I am also asking you to join me in another fight that all Americans can get behind: the fight against childhood cancer."
295,0.0002172,"Thank you very much, Grace.",,451,0.16770177,"Here tonight, we have legislators from across this magnificent republic."
101,0.0002137,Now is the time for bipartisan action.,,123,0.16759086,"Thank you very much, Alice."
141,0.00021078,Welcome home.,,295,0.16759086,"Thank you very much, Grace."
452,0.00018996,You have come from the rocky shores of Maine and the volcanic peaks of Hawaii; from the snowy woods of Wisconsin and the red deserts of Arizona; from the green farms of Kentucky and the golden beaches of California.,,398,0.16750007,"We must never ignore the vile poison of anti-Semitism, or those who spread its venomous creed."
282,0.00018466,"Tonight, I am also asking you to join me in another fight that all Americans can get behind: the fight against childhood cancer.",,477,0.16706726,And God bless America.
296,0.00018102,You are a great inspiration to everyone in this room.,,454,0.16668077,What will we do with this moment?
398,0.00017837,"We must never ignore the vile poison of anti-Semitism, or those who spread its venomous creed.",,124,0.16523204,Thank you very much.
449,0.00017756,Think of this Capitol.,,184,0.16523204,Thank you very much.
246,0.00017516,"But it must include real, structural change to end unfair trade practices, reduce our chronic trade deficit, and protect American jobs.",,221,0.16523204,Thank you very much.
123,0.00016877,"Thank you very much, Alice.",,222,0.16523204,Thank you very much.
469,0.0001681,"This is our future, our fate, and our choice to make.",,297,0.16523204,Thank you very much.
174,0.00016457,"I’ve gotten to know many wonderful Angel moms and dads, and families.",,409,0.16523204,Thank you very much.
124,0.0001626,Thank you very much.,,437,0.16523204,Thank you very much.
184,0.0001626,Thank you very much.,,478,0.16523204,Thank you very much.
221,0.0001626,Thank you very much.,,389,0.16482579,"Thank you, Tom."
222,0.0001626,Thank you very much.,,37,0.16408413,"We must choose between greatness or gridlock, results or resistance, vision or vengeance, incredible progress or pointless destruction."
297,0.0001626,Thank you very much.,,405,0.16244537,"Officer Matson, please."
409,0.0001626,Thank you very much.,,238,0.16235635,To build on — (applause) — thank you.
437,0.0001626,Thank you very much.,,35,0.16012614,"We can bridge old divisions, heal old wounds, build new coalitions, forge new solutions, and unlock the extraordinary promise of America’s future."
478,0.0001626,Thank you very much.,,235,0.15868083,And congratulations.
351,0.00016191,"THE PRESIDENT: Tonight, we renew our resolve that America will never be a socialist country.",,380,0.15675437,It’s time.
133,0.00015989,America is a nation that believes in redemption.,,288,0.15426666,She did not know that one day she might be a patient herself.
186,0.00015874,"I will never forget, and I will fight for the memory of Gerald and Sharon that it should never happen again.",,306,0.15251812,"These are living, feeling, beautiful babies who will never get the chance to share their love and their dreams with the world."
93,0.00015239,"If there is going to be peace and legislation, there cannot be war and investigation.",,469,0.15106376,"This is our future, our fate, and our choice to make."
455,0.00014282,How will we be remembered?,,23,0.14976421,"Thank you, Buzz."
34,0.00014165,"Together, we can break decades of political stalemate.",,150,0.14944676,This is a moral issue.
454,0.00013666,What will we do with this moment?,,86,0.14887058,THE PRESIDENT: That sounds so good.
29,0.00012739,An amazing quality of life for all of our citizens is within reach.,,182,0.1476306,Thank you.
158,0.00012676,"Tonight, I am asking you to defend our very dangerous southern border out of love and devotion to our fellow citizens and to our country.",,198,0.1476306,Thank you.
471,0.00012144,"No matter the trials we face, no matter the challenges to come, we must go forward together.",,248,0.1476306,Thank you.
122,0.00011514,"Alice, thank you for reminding us that we always have the power to shape our own destiny.",,407,0.1476306,Thank you.
473,0.00010322,We must keep freedom alive in our souls.,,425,0.1476306,Thank you.
462,9.73E-05,We must choose whether we squander our great inheritance or whether we proudly declare that we are Americans.,,439,0.1476306,Thank you.
329,9.64E-05,Perhaps — (applause) — we really have no choice.,,475,0.1476306,Thank you.
461,9.43E-05,We must choose whether we are defined by our differences or whether we dare to transcend them.,,479,0.1476306,Thank you.
216,9.23E-05,"So let’s work together, compromise, and reach a deal that will truly make America safe.",,196,0.14748746,"Thank you, Elvin."
467,6.81E-05,This is the time to search for the tallest summit and set our sights on the brightest star.,,42,0.14512527,There’s been nothing like it.
256,6.65E-05,Both parties should be able to unite for a great rebuilding of America’s crumbling infrastructure.,,280,0.1439129,"Together, we will defeat AIDS in America and beyond."
190,5.72E-05,When Elvin — (applause) — thank you.,,416,0.13920158,MR. SAMET: Thank you!
238,5.66E-05,To build on — (applause) — thank you.,,183,0.13777091,And thank you for being here.
387,5.56E-05,"Tom, we vow to always remember the heroes of the USS Cole.",,28,0.13372717,"Now we must step boldly and bravely into the next chapter of this great American adventure, and we must create a new standard of living for the 21st century."
310,5.42E-05,Let us work together to build a culture that cherishes innocent life.,,466,0.13321877,This is the time to reignite the American imagination.
95,5.30E-05,We must be united at home to defeat our adversaries abroad.,,94,0.12955021,It just doesn’t work that way.
456,5.04E-05,I ask the men and women of this Congress: Look at the opportunities before us.,,240,0.12773448,So bad.
12,4.72E-05,"This year, America will recognize two important anniversaries that show us the majesty of America’s mission and the power of American pride.",,449,0.1195027,Think of this Capitol.
181,4.69E-05,Few can understand your pain.,,404,0.11592229,But he made the trip to be here with us tonight.
382,4.05E-05,"Above all, friend and foe alike must never doubt this nation’s power and will to defend our people.",,267,0.11543434,"This is wrong, this is unfair, and together we will stop it — and we’ll stop it fast."
399,3.93E-05,"With one voice, we must confront this hatred anywhere and everywhere it occurs.",,87,0.11199916,(Laughter.)
304,3.30E-05,There could be no greater contrast to the beautiful image of a mother holding her infant child than the chilling displays our nation saw in recent days.,,227,0.11199916,(Laughter.)
28,2.93E-05,"Now we must step boldly and bravely into the next chapter of this great American adventure, and we must create a new standard of living for the 21st century.",,286,0.11199916,(Laughter.)
468,2.77E-05,"This is the time to rekindle the bonds of love and loyalty and memory that link us together as citizens, as neighbors, as patriots.",,418,0.11199916,(Laughter.)
32,2.63E-05,"But we must reject the politics of revenge, resistance, and retribution, and embrace the boundless potential of cooperation, compromise, and the common good.",,176,0.10161118,Here tonight is Debra Bissell.
37,2.46E-05,"We must choose between greatness or gridlock, results or resistance, vision or vengeance, incredible progress or pointless destruction.",,442,0.09896551,They did not know if they would grow old.
474,2.32E-05,"And we must always keep faith in America’s destiny that one nation, under God, must be the hope and the promise, and the light and the glory, among all the nations of the world.",,226,0.09609383,You’re going to like this.
7,2.04E-05,"There is a new opportunity in American politics, if only we have the courage, together, to seize it.",,379,0.09206059,And the other side would like to do the same thing.
35,1.96E-05,"We can bridge old divisions, heal old wounds, build new coalitions, forge new solutions, and unlock the extraordinary promise of America’s future.",,455,0.07926391,How will we be remembered?
